"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"212022_s_at",4.78628246119734,7.27652326923077,15.9422020627728,7.63163212255542e-22,1.11209632388828e-19,39.5033740564488
"208622_s_at",5.13988376940133,7.76351884615385,15.9314109706642,7.86202161096982e-22,1.14010762905098e-19,39.473745001662
"201821_s_at",3.46696370288248,10.0042748076923,15.9240435436717,8.02336010574373e-22,1.15788326782069e-19,39.4535083794918
"229172_at",-3.60489337028825,4.0101675,-15.8896508939408,8.82216570325635e-22,1.267041134872e-19,39.3589547164358
"218252_at",3.97147713968958,8.15320788461539,15.8568811513062,9.65837433067475e-22,1.38050055684329e-19,39.2687324227868
"201490_s_at",4.96304352549889,7.56209711538462,15.8528169176582,9.76754656473316e-22,1.38945675489654e-19,39.2575338163793
"200996_at",2.67880345898005,11.6456007692308,15.8213259164242,1.06570403187039e-21,1.50880457554806e-19,39.1706968975027
"230028_at",3.47060949002217,8.18142846153846,15.8028242528247,1.12175532477665e-21,1.58066966118174e-19,39.1196233091379
"242532_at",-4.19021133037694,3.86873134615385,-15.7970705802239,1.13978925438636e-21,1.59854105146873e-19,39.1037320740915
"201298_s_at",3.66297769401331,8.98774884615385,15.7915990305195,1.15721189714452e-21,1.61539210296253e-19,39.0886163875325
"230800_at",-3.12384095343681,5.65404519230769,-15.730165957016,1.37242324720585e-21,1.90690230994328e-19,38.9186567014564
"222158_s_at",3.94394751662971,8.61459365384615,15.7175822868732,1.42129654086435e-21,1.96566627616855e-19,38.8837873780779
"203851_at",-4.50049390243903,6.21042365384615,-15.7050897812711,1.47156389421072e-21,2.02580775169386e-19,38.8491519601881
"201504_s_at",4.21913427937916,7.32386692307692,15.7017230991945,1.48541688908591e-21,2.0298993413472e-19,38.8398146580929
"200729_s_at",3.83678694013304,10.8692671153846,15.7010683715452,1.48812625365727e-21,2.0298993413472e-19,38.8379986506581
"218726_at",4.47562798226164,6.55167961538462,15.6663085757667,1.63941055165202e-21,2.22609597315912e-19,38.7415123471009
"204318_s_at",4.34128312638581,7.2013575,15.6626277215139,1.65631876093215e-21,2.2388782961686e-19,38.7312865577
"209825_s_at",4.36430966740577,8.03539576923077,15.6502028600824,1.71471136667091e-21,2.30736813768288e-19,38.6967570376673
"217755_at",4.03990223946785,9.24017480769231,15.648184686818,1.7243914781335e-21,2.30998863794987e-19,38.6911466531152
"201727_s_at",3.47257478935698,7.71855711538462,15.6438766365256,1.74524090797674e-21,2.32187826887563e-19,38.6791689328401
